Array Configuration,User Distribution,Propagation Environment,Side-lobe Levels (SLL),SNR,Array Gain,RF Chains,Phase Shifters,Power Consumption,Algorithm Type,Excitation Spacing,Environment Condition,SNR Classification
1x8,203.87475329292732,urban,-22.801647647669526,10.256728770983457,22.770500923833293,4,7,198.7524693802166,SA,0.7122619070275049,LoS,0
2x16,149.39491940374933,urban,-25.36185061855702,28.24164867828025,27.965181673496488,2,4,53.572599186776245,SA,0.38596904294402323,NLoS,1
2x16,626.1895051503367,suburban,-13.708005128039325,33.40373516844862,22.59767407342399,3,7,49.540592009436345,SA,1.2974246501658886,NLoS,1
4x32,783.508637189832,rural,-12.18496481754017,8.01321253585898,24.816353158642308,7,9,113.50981936984596,CMA-ES,0.16295311113182698,LoS,0
2x16,582.515415426157,urban,-12.799237026200466,9.667709731550236,26.728917925192256,7,3,169.98853828005625,SA,0.5983128173639295,LoS,0
4x32,155.49308249232757,rural,-22.01707799946565,33.80037971758156,11.094792718198738,3,5,152.40566864453112,SA,0.9839237119567523,LoS,1
1x8,813.0125322341362,rural,-23.694939946016728,6.1335266543673885,25.520979177387606,2,4,147.47201770623337,CMA-ES-SA,1.3783234492727146,LoS,0
1x8,639.5951600920912,suburban,-6.1020300009488935,34.32897009651417,22.274129636991535,1,9,63.70025881890487,CMA-ES,1.3151907917714534,NLoS,1
1x8,394.2840490657256,suburban,-6.9175122932517645,5.139334492549663,11.390155930303864,9,5,14.278187453361515,CMA-ES,1.3532687993240289,LoS,0
1x8,677.3889925807023,rural,-18.56708475267949,31.21005966953994,20.1715584373743,3,2,40.732175127407956,SA,0.18799461115617494,LoS,1
4x32,267.3059294504045,urban,-8.845153346140666,14.219755429632485,11.649161559679078,9,1,76.39992721644278,CMA-ES,1.2772925660488434,LoS,0
2x16,351.7402864092684,urban,-18.6919130591426,33.157665745318894,24.71894403446445,4,7,194.61991260833813,SA,1.1918776099617667,LoS,1
1x8,918.3109847006704,suburban,-19.39027454818724,14.508358659067564,20.93003427795766,6,1,184.75771701503712,CMA-ES-SA,1.3634043089858665,LoS,0
2x16,297.5994606147062,rural,-26.080926310017635,24.62918964602168,29.071470748245947,7,8,48.12247158055886,CMA-ES,0.5362067741612019,NLoS,1
4x32,475.28838547635723,urban,-19.33984858770068,7.400977092978099,13.662707431435397,6,9,147.8682708170922,CMA-ES,1.3764711487827135,NLoS,0
4x32,891.2397260220545,urban,-16.564576535004825,12.269894343612169,22.12066905040757,1,7,120.01320281164247,CMA-ES-SA,0.6636975191210268,NLoS,0
4x32,710.6441367648522,suburban,-29.43739181428284,28.210380394377523,14.231642691409828,6,9,19.47010351666799,CMA-ES,0.9877395597361199,NLoS,1
1x8,71.58119390305572,rural,-18.89717487061484,20.86057561036459,22.281299694547968,6,6,80.62406614673205,SA,0.6938505876897976,NLoS,1
2x16,155.83001383618063,urban,-10.466094540119993,32.839071853611344,24.45299404721713,5,7,102.35401066952149,CMA-ES,0.6987078027219116,LoS,1
2x16,17.76317486419765,suburban,-12.998848590643252,17.86254225024063,24.446086586590773,3,3,136.83908343651933,CMA-ES,0.8652918263128622,NLoS,0
2x16,634.6125723268717,urban,-14.121075278401625,31.094370974417693,26.301479813652197,3,9,66.03197204274426,CMA-ES-SA,0.5982973934691515,NLoS,1
4x32,453.19669115631416,urban,-7.261114289069937,18.468663124347124,27.071004559166333,7,3,187.4255395203516,CMA-ES-SA,1.20983179197693,NLoS,0
1x8,142.9321023932528,urban,-29.54919975436925,34.37744836105956,11.545434525343541,8,6,95.85702077369722,SA,0.9870942295813343,LoS,1
4x32,958.3547798462027,suburban,-16.073810345194147,33.7950314419663,16.86534314144808,3,4,57.22062858222337,CMA-ES,1.0656580661545239,LoS,1
4x32,534.3631267061637,rural,-10.316278789757323,14.87410116668241,23.742450407196113,3,9,70.12133657697706,CMA-ES,0.423448720310469,LoS,0
2x16,249.47436117176028,suburban,-16.46661543246832,31.577710112504096,19.971725747824244,7,1,152.8582314376032,CMA-ES-SA,1.4574054038739495,LoS,1
4x32,505.5975354431605,rural,-21.90261118549052,30.428341226469477,13.81351893509583,7,9,131.654219839167,SA,1.0242465368821514,NLoS,1
2x16,682.8241294077567,urban,-26.593735872700552,11.320411919826885,21.05419140333396,9,4,151.01382407469822,CMA-ES,0.3760742103425483,NLoS,0
1x8,85.47682579382884,rural,-7.810923204595216,23.72871202349809,18.148713055322876,6,5,65.54494681097097,SA,1.1506863408594472,NLoS,1
2x16,281.9567768974131,urban,-18.230940190309926,7.180469467694445,17.8007655530861,7,1,72.10123751567343,CMA-ES,0.3431997444906718,LoS,0
1x8,808.8958359751537,urban,-8.047120075357466,30.10132161750385,26.195074348713277,1,1,85.37663214464916,CMA-ES-SA,0.18873885481931174,NLoS,1
2x16,465.0682216986346,suburban,-15.353696939170792,10.236376505104896,18.151966676643625,7,6,45.83266971405076,CMA-ES-SA,0.838574754604168,NLoS,0
4x32,551.111370611972,urban,-13.145197084624982,7.124441041572935,10.529090109608482,2,1,141.29846353788713,CMA-ES-SA,0.8749335358272861,LoS,0
4x32,438.48784218737455,suburban,-9.89347114053875,17.006572866164333,11.161266777821826,7,2,72.57640767479124,CMA-ES-SA,0.364551804624238,LoS,0
1x8,53.46094321657507,rural,-13.52111138499664,22.307664157989304,27.124880833832407,3,3,71.98488258696885,CMA-ES-SA,0.5877305220090225,NLoS,1
1x8,174.09228202195436,rural,-20.048628983026557,30.64750875679313,29.212016200250424,9,7,61.17934427855658,CMA-ES-SA,1.4240770139501757,NLoS,1
1x8,451.086222354472,urban,-17.159165401783724,34.227275765652095,23.768186729114152,5,2,96.03728289327081,SA,0.4990045249224858,NLoS,1
2x16,217.09361075384854,suburban,-9.923861883103005,18.18477537709591,17.287365882001602,7,5,156.67545505450002,CMA-ES-SA,0.3177952850715161,NLoS,0
2x16,59.47923837308195,urban,-20.658742590675395,6.813407689558106,28.77200631589455,8,9,168.76565403707195,SA,1.4895867421316358,NLoS,0
1x8,845.2131674113054,suburban,-20.296963580787573,27.47346737077612,23.256061727514716,2,8,162.85649675981307,CMA-ES-SA,0.5232277509326534,NLoS,1
4x32,981.3806038724747,suburban,-27.60774709854997,21.955197686718122,26.886670983986754,1,8,128.0267797462585,CMA-ES,1.0523551424045101,LoS,1
2x16,795.2114452567721,suburban,-7.135389119456306,18.436740345333895,25.317046080740187,7,2,63.28123166107286,CMA-ES,0.42418425401497295,LoS,0
2x16,855.2470724876204,rural,-27.724092126363956,14.27806636376569,17.58278631545185,6,1,149.62248910359176,CMA-ES,0.8701696757809451,NLoS,0
2x16,249.55735901387493,suburban,-13.794770563786102,20.07195583530607,19.57404401701571,6,9,17.478768931004453,SA,0.6407947812534617,LoS,1
1x8,961.0207057580677,rural,-19.670138029930058,15.160388133710928,13.72264308736199,2,4,161.6489573889852,CMA-ES-SA,1.446210965622864,NLoS,0
1x8,204.9564474088941,suburban,-19.85951524361394,27.71035603242081,15.84028200881468,3,9,158.2432371726492,SA,0.7059282243706827,NLoS,1
1x8,951.915512258214,rural,-13.011204085682902,21.31681089477923,25.562513225730434,4,7,137.30021150353082,CMA-ES-SA,0.9178438578544138,LoS,1
1x8,994.8711010262915,rural,-28.322656684253033,31.30543322462336,27.879567837662165,3,6,28.60583549725977,CMA-ES,1.422672772260206,LoS,1
1x8,714.6055776885883,rural,-15.157355426214135,21.306317439483262,24.489208465028234,2,9,199.49485375037654,SA,1.4849280199131372,NLoS,1
4x32,981.3322944739036,urban,-10.69920535069113,12.147872400197901,19.303473933132764,3,4,153.7177465561891,CMA-ES-SA,0.2423217096069951,LoS,0
4x32,573.8443817714326,suburban,-9.294681052835145,30.532756466964337,11.73018537879495,6,1,149.61329789149966,SA,1.2680489968593445,NLoS,1
1x8,266.9463653443294,urban,-25.736740265155618,21.71657134790132,11.138958973968965,9,5,22.16149198056919,SA,0.6349630918621483,LoS,1
2x16,442.62592680896466,suburban,-7.564523748045659,11.205231144306838,17.486511292257077,4,6,85.75397404885074,CMA-ES,0.9327601886878578,NLoS,0
1x8,597.6253260249981,suburban,-13.596347703813944,23.705234298686662,19.27643437535326,6,6,26.372869932926474,CMA-ES,0.6250673105373437,LoS,1
4x32,82.35074640674485,urban,-7.95362997948293,15.731502948272826,22.182412444265935,1,1,78.59703129371773,CMA-ES,0.6615626879167092,NLoS,0
4x32,626.1198319710736,rural,-17.86798207224504,30.332168368761973,10.129790427739945,6,7,118.39225532786485,CMA-ES,0.32240055037915616,LoS,1
2x16,981.3660583946715,suburban,-16.449166372569948,18.598992159396285,29.794457809326126,3,8,176.9857157877569,CMA-ES,0.9018730417990122,LoS,0
4x32,198.20657328589036,rural,-7.02404307428322,26.7932407432225,17.278777668080856,9,5,63.758169268954404,CMA-ES-SA,0.8654023243226145,LoS,1
1x8,794.6691651254995,urban,-7.502261416133205,7.866086229087115,26.96189327602243,4,2,128.44878397163217,CMA-ES-SA,0.36509810395375975,NLoS,0
2x16,908.8198058418232,rural,-18.795978165774947,16.880730389070386,20.699334113308087,7,2,41.28386524551307,CMA-ES,0.858422601067518,LoS,0
1x8,944.2645768920186,suburban,-23.139684209107955,34.497243094171964,12.60878909066693,4,5,77.25313281902258,CMA-ES,1.4623426356835205,LoS,1
1x8,960.5342483613928,suburban,-20.170739135893395,29.25380868431445,25.951311050690435,6,7,189.9751202949032,CMA-ES,1.1001720341953056,NLoS,1
2x16,526.2450423342573,suburban,-20.305891786756256,9.798224071007859,24.196541498397522,7,7,152.051773960719,SA,0.7733755834166925,NLoS,0
1x8,977.5348289115886,urban,-22.82832812543015,13.332921484317652,20.548721698584558,2,4,113.70309519556264,CMA-ES,1.3825175798139253,LoS,0
4x32,759.7371050630944,suburban,-23.285509891675837,14.894474265690832,20.2910618266756,6,3,57.82239183967071,CMA-ES-SA,0.9054400991074281,LoS,0
1x8,170.05472187459227,urban,-8.473426588007015,24.51096681486337,11.749592115018562,8,9,82.14399230233886,CMA-ES-SA,0.2890671982189247,LoS,1
2x16,482.1311054032903,rural,-28.25345198288346,27.709842784689666,23.116978971477483,6,7,39.77173343197775,SA,0.8665135069374389,LoS,1
2x16,721.147863618284,suburban,-13.059720447510145,27.485798264237292,28.224903115085993,2,2,77.15876668844156,CMA-ES-SA,0.3533623615122149,NLoS,1
2x16,254.8669126608925,suburban,-25.679498713588693,20.296221689192084,11.864898384427168,4,1,38.62023699456654,CMA-ES,1.174506774246744,LoS,1
1x8,644.2090317133985,suburban,-21.38735266514842,29.324616135144538,15.270229012978099,1,2,161.1083362721117,SA,1.4540439000125915,NLoS,1
2x16,669.9344742561531,rural,-28.461424146629078,18.11234248272425,28.046159468841974,7,3,25.34422708903476,SA,0.6051460183606623,NLoS,0
2x16,171.07274637048022,suburban,-23.25065907861345,8.716416958866857,15.686878196395867,8,5,45.987041163349964,CMA-ES-SA,0.7088850321752722,LoS,0
1x8,569.4344593282287,urban,-10.789473222068946,21.933255249614398,23.078873443598525,2,3,141.32167865834325,CMA-ES,0.6900950535740821,NLoS,1
4x32,773.9106418688216,rural,-7.874616886318535,33.569041538033204,20.696363298862885,5,9,181.47817535990998,CMA-ES,0.49941996611283457,LoS,1
1x8,503.9067078905825,rural,-24.461821202440824,28.78980954177534,21.92655210007724,8,4,193.27240585584434,CMA-ES,1.2118519508300836,NLoS,1
2x16,21.982085608346353,rural,-18.411304018526955,22.36101943076727,18.31577803154506,8,7,168.8443541807476,SA,0.9648196658457941,NLoS,1
2x16,18.948084388499254,rural,-18.24189880156984,24.404169810472908,15.999829411074222,5,4,50.17963750958274,CMA-ES-SA,0.18967217959918345,NLoS,1
1x8,363.4590505303121,rural,-8.160617356006647,32.91686081106718,10.97066901459338,8,3,64.28514430808946,CMA-ES-SA,1.2743288690323897,LoS,1
4x32,926.9321277474642,urban,-10.930023678104863,17.850283833048813,24.88561878588328,6,1,175.44294706972505,CMA-ES-SA,0.3619235236144902,NLoS,0
2x16,236.39001180757268,rural,-17.173069540798753,14.94182416827912,24.921869243884537,5,9,178.97326330138105,CMA-ES,1.4708116263927695,NLoS,0
2x16,638.0200519829702,suburban,-13.231319988205666,34.31724695001347,23.414514801574462,4,1,131.72410150582135,SA,0.627328394603592,NLoS,1
2x16,229.85511198638736,rural,-8.81612365226583,30.903294005310002,22.87267576239241,5,1,69.5918088455053,SA,0.9630295060104532,NLoS,1
1x8,328.45328976295315,rural,-29.761526149361377,14.691307538558071,14.874342643350523,4,1,52.57076597873557,CMA-ES-SA,0.20895306645444256,NLoS,0
2x16,849.5616687054692,rural,-19.927749223748783,18.913417920827683,10.446898675325825,1,5,171.9337128599218,CMA-ES-SA,0.5825285845636993,NLoS,0
4x32,731.5728278472474,rural,-7.318920818073032,17.45234387023397,26.174307937708793,3,7,48.9984497054536,SA,1.223295540305094,LoS,0
2x16,104.44528454007852,rural,-11.492174228901217,9.472870360143018,19.822770713916537,8,7,135.74282662965925,CMA-ES-SA,0.7680918887345617,NLoS,0
2x16,434.4150007765693,urban,-16.428965641648134,33.73457971439777,16.136762614052365,7,1,193.9111351194851,SA,1.366444876961632,NLoS,1
4x32,38.87806600881183,urban,-16.758886824121664,17.129372936592766,12.038638135611402,7,6,144.00536457496094,SA,0.9051938174711299,LoS,0
2x16,486.0812451369789,rural,-21.305747559889056,31.25987247913724,11.254431818027768,3,9,58.95735950127353,CMA-ES-SA,1.400001073554047,NLoS,1
1x8,665.8096715840574,urban,-16.986986658962138,10.680686830419951,16.977334435903547,9,6,63.676121242144525,SA,1.4756538698175785,NLoS,0
1x8,127.31759736217005,suburban,-13.615420013413669,21.436124319116594,26.09474129533881,6,4,27.650007329972027,SA,0.7354523833255863,LoS,1
1x8,295.996089520074,rural,-19.54092403928017,5.718841553728095,28.37447498667661,8,9,140.3851230925543,CMA-ES-SA,0.8912192016089312,LoS,0
4x32,403.8582592471354,suburban,-12.14617134019565,27.926614515269257,27.935027292261296,8,3,108.50277947812188,CMA-ES-SA,1.2688889005517778,NLoS,1
2x16,920.3357144094892,suburban,-8.469194318490352,22.427416947388352,28.4000166949931,3,4,49.22962291187174,CMA-ES-SA,0.4101462077501382,NLoS,1
1x8,993.3224652687344,rural,-26.13287879537847,23.76768750409258,28.154506862586853,4,4,53.25697710439172,SA,1.3062814032935535,NLoS,1
4x32,54.462186005659696,suburban,-18.71132442956439,6.551626476639604,20.544495032007916,6,4,11.71466540576479,CMA-ES-SA,0.9286881965281774,NLoS,0
2x16,763.3978442604381,suburban,-19.799497717872974,11.331149906258462,14.388312771138077,2,6,195.89968583026277,CMA-ES-SA,1.1157001895383356,LoS,0
4x32,378.0068257383198,suburban,-12.813379898756796,7.2299261706074045,25.960931656736406,7,7,167.32345525277697,SA,0.2117956317288233,NLoS,0
1x8,398.5336043671852,rural,-23.753313368551765,13.667429474114353,14.274259497051581,2,9,84.89229060036239,SA,1.172662756834765,LoS,0
1x8,756.7223236135525,rural,-13.993727126193093,23.82317023046453,15.344145535131382,5,3,189.75707165087744,CMA-ES-SA,0.5351016664031217,NLoS,1
1x8,919.2421678239546,suburban,-8.062768956712798,21.985579529521257,14.66508643645097,4,8,138.6527884393363,CMA-ES-SA,1.2273251875897788,LoS,1
4x32,951.4193085575229,rural,-19.546710005159433,23.36449464840171,20.299648073916117,9,8,152.7778817692846,SA,0.8128135536237896,NLoS,1
4x32,581.3513601779375,rural,-7.2246075005195,21.47753814133683,16.436550163381597,2,1,139.19154497601068,SA,0.4844600687418864,LoS,1
1x8,363.5499477074978,suburban,-5.170906526663039,13.19086387027578,13.08312099250683,7,5,153.8012780713152,CMA-ES,1.4338635758303158,LoS,0
4x32,789.6735950001914,rural,-27.3476987513012,12.335224920332756,19.063468237877647,7,5,42.47839634575956,SA,1.1710873567960989,LoS,0
1x8,258.49136942967726,urban,-24.173670300378532,9.111790506097439,27.47814477570334,7,8,116.85561953161162,SA,1.4799605034231058,LoS,0
1x8,568.4332885451826,rural,-6.240506212947672,30.47212624710476,21.411057098999443,1,8,171.38149232380692,CMA-ES,0.6102578577770853,LoS,1
2x16,364.99267690962444,urban,-6.0418078379653295,23.494380756237334,27.56671211775174,8,2,13.71309095431109,CMA-ES-SA,1.0089074869582941,NLoS,1
4x32,660.0647629707973,suburban,-27.557318115331036,10.595330375121794,13.917443701582748,2,3,33.4541611438228,CMA-ES,0.9562241490092174,NLoS,0
1x8,247.99492376457184,rural,-29.625037490571582,10.316281394637185,13.33947747345108,5,2,56.67156383560693,SA,1.062579437496324,NLoS,0
1x8,199.67701627747752,suburban,-25.972499418589443,31.1910680457841,21.511542513968404,2,1,65.99807237825863,CMA-ES,0.15364319245786315,LoS,1
4x32,919.0566958086827,suburban,-5.0996804154437925,27.28192591289958,19.26657803092546,5,2,44.71373465223965,CMA-ES,0.5084070534283237,LoS,1
2x16,110.78564612004153,suburban,-25.50000958473283,24.78197239716114,23.20345283293914,7,6,128.62277408690255,CMA-ES,1.37307260330713,NLoS,1
2x16,510.89832865758234,suburban,-17.436309831949423,17.205923226178996,25.89253582053563,6,1,65.86362352681127,CMA-ES,0.6933480768211175,LoS,0
1x8,228.64425513337883,suburban,-8.789556839237225,12.859266928355526,25.02614591304353,5,6,40.038970305582396,CMA-ES,1.4449011507141662,LoS,0
4x32,48.540663692410774,rural,-29.48995973279484,34.38352289338471,28.845223473171224,4,1,182.10697461549205,CMA-ES,0.398904441702966,LoS,1
2x16,45.65863010851213,urban,-14.887775443538512,28.917187250684005,17.96512818314023,8,2,142.0565609939926,CMA-ES-SA,1.4963935628735252,LoS,1
4x32,183.46955438476908,rural,-23.074363778259393,14.053376694088294,14.127734844963616,8,8,56.7511618492737,CMA-ES,1.0766132725433453,NLoS,0
4x32,868.1026509609403,rural,-8.441627089006712,30.42694388835484,21.018252798957715,1,6,78.58119032912265,CMA-ES,1.186950793693083,NLoS,1
1x8,289.6539565372564,rural,-22.91347126839802,27.767958458440447,12.214862403823712,2,9,150.74925694885272,CMA-ES,0.65560564108355,NLoS,1
2x16,950.9545788695427,rural,-12.831106992952279,13.91241649633995,15.777022466632628,3,1,160.272913978391,CMA-ES,1.369811369764869,LoS,0
1x8,585.8060700593016,urban,-13.144509188815078,17.79658562724919,14.157761105262889,1,5,43.52287142984353,SA,0.8636480613420708,NLoS,0
2x16,442.2480478710784,rural,-24.462661278509,10.5786033617308,17.931274335941616,3,7,187.94945597400903,CMA-ES,1.053313732314489,LoS,0
2x16,584.28794632276,suburban,-29.130020003291246,8.33157333134328,12.224331500044308,8,9,159.20166840810234,CMA-ES,0.2327315798708004,NLoS,0
2x16,521.5314013740051,rural,-19.768760655365067,26.682860985190903,10.636834890961957,4,9,172.7947430554322,CMA-ES,0.9843529812500507,NLoS,1
2x16,761.1884912197519,rural,-22.770171200853255,13.025355720615998,23.135880092600637,7,4,37.33317332302687,CMA-ES-SA,1.3307105835670192,LoS,0
2x16,289.67110531312375,urban,-9.775556259657286,29.60178097238761,22.204979565796098,7,4,37.239758920542776,CMA-ES,0.3495965195023833,NLoS,1
4x32,359.51988768429936,urban,-9.990895288616368,34.868261345432785,24.167178720773222,5,4,68.02008040281981,SA,1.1328163084887846,LoS,1
1x8,895.1533595079183,suburban,-18.574401195184365,7.29859441788946,23.20772880542688,1,3,22.282819728744865,CMA-ES-SA,0.13556106259251638,NLoS,0
4x32,946.9919480189014,rural,-14.837194366919528,19.19105375251101,12.28589362284767,4,8,27.30279210259647,SA,1.3966842231875265,NLoS,0
2x16,893.6326452116098,rural,-14.89351210032687,29.06187677932409,15.821577627512927,7,5,37.20935954878807,CMA-ES-SA,1.4760839624436608,NLoS,1
1x8,425.25351401774043,rural,-9.321046289309415,28.668526896237005,12.590532198007047,5,7,145.36164921013994,CMA-ES-SA,0.5958520935173321,NLoS,1
2x16,782.5618479768128,suburban,-19.374939646920062,27.799914749929055,26.859448040971262,2,6,15.743755411827841,CMA-ES,0.24990338960146877,NLoS,1
1x8,481.5723759680878,urban,-23.113833005237275,15.469848059057329,24.938073107110466,8,9,25.81650846003411,CMA-ES,1.022006915428403,NLoS,0
4x32,502.56445362464115,suburban,-23.374127046486315,18.61559767055157,14.03054005836485,2,3,189.39487187527948,CMA-ES-SA,0.1417683198064707,LoS,0
1x8,212.6333079667111,rural,-16.595193017944897,22.849050720244108,16.82618480979787,8,6,25.894769517745374,CMA-ES,0.7754807938160614,NLoS,1
1x8,595.2190002259313,urban,-18.771294931694683,34.218217507197714,29.332299845284282,2,3,112.11785035111033,CMA-ES,0.4804908451930411,NLoS,1
1x8,194.27453877581445,urban,-18.996980725376595,14.826418128154787,21.883187157593028,5,2,132.08890652992108,CMA-ES-SA,0.7626746755340276,LoS,0
1x8,338.2490520765218,suburban,-27.72156652275732,32.69431663150573,26.023111946023146,4,3,192.13276760590608,CMA-ES-SA,0.12558572063369977,LoS,1
1x8,856.4798996037358,urban,-12.03490648274511,13.080707545414823,15.291820695374582,1,2,180.96251640321233,SA,0.17225705629898908,NLoS,0
2x16,215.00505111874668,urban,-24.656582800452234,34.67223396421114,14.201058403586105,8,2,93.72972576545439,CMA-ES-SA,0.12236616038073528,NLoS,1
1x8,80.44670232169848,rural,-25.076159244781966,25.10791060482775,25.67833857693097,3,7,189.01117165013594,SA,0.9667846180659595,LoS,1
1x8,78.31751668668814,rural,-19.681041993065165,18.905344410756527,23.717449104628802,4,3,92.13051621160444,SA,0.8841300847452919,NLoS,0
4x32,941.3766752980769,urban,-24.305541459554966,23.401712841908147,23.619558584235275,4,8,137.2845559394201,CMA-ES,0.4264211979512462,NLoS,1
1x8,511.85123358221625,urban,-15.403543317299615,13.175935071206204,21.05269163658388,5,2,59.32553343645676,CMA-ES,1.0053003804656298,NLoS,0
4x32,415.31795109884814,suburban,-20.713416516638212,13.225215725343999,21.271566855530978,3,7,130.9624599190132,CMA-ES-SA,1.337890159652965,LoS,0
2x16,812.7697951978392,suburban,-18.777206935180246,8.406636315304816,24.713950106125075,9,3,112.25589947564644,CMA-ES-SA,0.4882509414365591,NLoS,0
1x8,837.4676686314109,urban,-16.57076695989928,8.421508931161963,15.400049622423905,4,9,125.2978981233066,SA,1.2647913310305825,LoS,0
4x32,338.86912278444856,rural,-24.91161193795488,15.43015224406734,17.055369317139117,4,7,139.7037282533957,SA,1.027512790403054,NLoS,0
4x32,696.6818768990573,urban,-26.106209428361755,27.88566433689115,27.4327354104011,6,9,42.956507019406125,CMA-ES,0.14734862044217642,LoS,1
2x16,773.4115876933677,urban,-7.989452428159879,23.239135027944876,16.177304020243156,8,2,67.23993218537578,CMA-ES-SA,0.6252098541612082,LoS,1
1x8,658.104179997295,rural,-19.156907429214474,8.077536809930624,20.92619142758598,7,6,149.88586351585033,CMA-ES-SA,0.810860102202624,NLoS,0
1x8,160.07912405209836,rural,-19.69765975918652,30.56709574927733,24.05278928013368,4,5,41.12655739142966,CMA-ES-SA,1.12437886593661,LoS,1
4x32,877.1242526818864,suburban,-29.109696243178963,23.04102880970199,29.99849653666353,4,2,75.40562635660066,CMA-ES-SA,0.5019827815547837,LoS,1
1x8,543.7036072086486,suburban,-17.550592435315167,33.82566730354339,18.70582662990664,5,4,136.63095130768767,CMA-ES,1.4758221468011052,NLoS,1
4x32,289.64770210630365,suburban,-16.145756959725,25.105564022336225,18.561857532498877,5,4,188.15368718641798,CMA-ES,1.05835563670712,LoS,1
1x8,430.975903583317,suburban,-16.02897822613334,10.25524591112543,26.85176758867335,1,8,24.30703929191717,SA,0.6219391480301047,LoS,0
4x32,47.195379494918306,rural,-12.32422076692789,19.213500869234668,26.110062225197264,8,7,108.14655182722736,CMA-ES,0.23583505470795682,LoS,0
1x8,136.58813321019338,urban,-25.562954125224707,24.454927926416126,24.62151763469097,5,5,25.56201445517324,SA,0.3539148643791339,LoS,1
2x16,767.8912830107023,suburban,-23.69442164423453,5.847941031499331,19.264592748180576,3,9,82.03507068079271,CMA-ES,0.7826508640772192,NLoS,0
1x8,10.01151840781248,suburban,-9.731738369239682,5.447307924644237,16.478782403214318,3,1,43.323435776595616,CMA-ES,0.7925734969417133,NLoS,0
1x8,422.40017019746927,rural,-6.32073457891515,8.882090017957037,22.174609651696972,4,4,133.39330028991753,CMA-ES-SA,1.174806270749895,NLoS,0
2x16,527.2850792747325,rural,-26.601681315816982,12.549933051364123,27.52446586263282,7,5,153.9881848713918,SA,1.1166472758011534,LoS,0
1x8,64.08807580096257,urban,-17.558761137369544,17.88647370562027,27.67554916417173,5,8,56.99520924618789,SA,0.38178225392494425,NLoS,0
2x16,973.3473813426095,urban,-24.645593681510327,19.623214212793652,12.169966901408769,1,3,145.44855832002173,SA,0.932939268781571,LoS,0
1x8,233.8640779371752,rural,-28.49817079112544,9.140828268136904,18.567005676263015,5,5,94.89559819276914,CMA-ES,0.12887052104004365,NLoS,0
4x32,311.1567324399181,suburban,-21.862416546846614,25.201747373474923,19.29443912397499,5,3,63.880205773923315,CMA-ES-SA,0.6579663591380667,LoS,1
4x32,310.9030871324771,suburban,-26.40780937039468,22.884141850896043,29.552307350475065,6,7,109.44631705047956,CMA-ES,1.169747336800248,NLoS,1
1x8,238.1124954961764,suburban,-12.251673164143842,13.833922965234805,23.559960304851693,7,3,82.13352732598347,CMA-ES-SA,0.659312030602033,LoS,0
1x8,11.459083865448301,urban,-16.65686465821389,5.40979650305876,18.14492834524141,5,7,53.699288365496884,CMA-ES,1.269834735721994,LoS,0
1x8,732.0513461471164,suburban,-26.404138225242228,7.329437460598722,10.52115771971186,2,2,153.800511264697,SA,1.4666174061753943,LoS,0
4x32,967.1770448012925,suburban,-29.76896028986214,16.75084326532518,21.30770320198392,2,7,161.52958829770753,CMA-ES,0.950097643779112,LoS,0
1x8,232.05054845219462,rural,-9.796073774394682,9.619230534970518,11.921519512767123,4,9,162.05932574345067,SA,0.30300570687845924,NLoS,0
4x32,666.4167198853881,suburban,-25.59513984589381,16.304588184439126,26.68899914695526,1,5,82.60713124678196,CMA-ES-SA,0.6315480910675749,LoS,0
2x16,744.477363689128,rural,-14.844583944480851,23.845478135310653,25.05037321140724,7,6,42.21040576778085,SA,0.11327669709572524,LoS,1
4x32,849.9411252996194,suburban,-21.57695217308136,21.417122836378507,19.210183198163577,1,3,169.6781434864209,SA,0.9438162933770536,LoS,1
4x32,428.402905043473,urban,-15.36285154212411,11.935276494121826,18.584215590833995,3,5,72.56013653238054,SA,1.2501959013633175,NLoS,0
2x16,309.90159658402496,suburban,-22.1086593254419,15.314674737762573,27.946779311375373,7,5,152.1326924278837,SA,0.98191611049226,NLoS,0
4x32,332.0421826828008,suburban,-27.826510982693645,23.42093595345952,15.769167008362569,6,3,165.3156065983818,CMA-ES-SA,1.2005207208568298,NLoS,1
1x8,715.4951197675277,rural,-24.42624978605616,30.82565084130346,14.980399242135416,7,8,155.948974544524,CMA-ES,1.2198654981862413,LoS,1
1x8,818.6116718405797,rural,-25.29853583802311,27.596403162166318,28.783948656515243,5,6,84.06314583125345,CMA-ES,1.2914176067044492,LoS,1
4x32,189.79782807903663,rural,-19.299516189008905,21.602000805002447,26.184916735069653,8,3,188.22317805196138,CMA-ES,0.47332929619657593,NLoS,1
1x8,377.23159807618754,suburban,-13.542905414346066,15.868789949494586,26.412511861343894,6,1,135.43085919257933,CMA-ES,1.3197759319485907,LoS,0
4x32,902.9207947816585,suburban,-23.40484812634106,15.951538326254163,13.90387628551851,4,1,119.39179402105141,SA,1.0157315978488872,NLoS,0
1x8,808.6265844977919,urban,-29.69825161748455,31.382519307931883,12.865919828618688,1,2,142.6027293942526,CMA-ES-SA,0.5056157792322817,LoS,1
1x8,985.009818734851,suburban,-17.026565893381076,6.177307281216392,10.520590996342698,2,5,18.498153420424117,CMA-ES-SA,1.4822126009947656,LoS,0
